,ID,A1,A2,A3,A4,A5,Score,source,target,source_tag,target_tag
12876,2531__reasons_26__-defence_23,1,1,0,0,0,0.307309593,reasons,-defence,"('reasons', 'NNS')","('-defence', 'NN')"
12880,3232__monitoring_9__substance_14,2,1,0,0,0,0.306823903,monitoring,substance,"('monitoring', 'NN')","('substance', 'NN')"
12881,7032__morale_2__advances_8,2,1,0,0,0,0.306823903,morale,advances,"('morale', 'NN')","('advances', 'NNS')"
12885,3226__participants_12__aim_2,1,1,0,0,0,0.306823903,participants,aim,"('participants', 'NNS')","('aim', 'NN')"
12886,1524__week_6__move_2,1,1,0,0,0,0.306823903,week,move,"('week', 'NN')","('move', 'NN')"
12899,1866__masses_6__birth_14,3,3,0,0,0,0.306745167,masses,birth,"('masses', 'NNS')","('birth', 'NN')"
12902,6648__break_48__negation_32,3,3,0,0,0,0.306745167,break,negation,"('break', 'NN')","('negation', 'NN')"
12903,1852__battle_21__network_4,3,2,0,0,0,0.306745167,battle,network,"('battle', 'NN')","('network', 'NN')"
12907,3539__investment_34__barriers_28,3,1,0,0,0,0.306741186,investment,barriers,"('investment', 'NN')","('barriers', 'NNS')"
12908,6190__sense_13__attitudes_19,2,1,0,0,0,0.30673459399999997,sense,attitudes,"('sense', 'NN')","('attitudes', 'NNS')"
12911,6219__information_28__sources_26,2,1,0,0,0,0.306643353,information,sources,"('information', 'NN')","('sources', 'NNS')"
12913,6738__forget_27__campaign_35,3,1,1,0,0,0.306564661,forget,campaign,"('forget', 'NN')","('campaign', 'NN')"
12921,6804__depends_16__displays_20,1,1,0,0,0,0.30579918300000003,depends,displays,"('depends', 'NNS')","('displays', 'NNS')"
12928,3151__challenge_8__aim_2,1,1,0,0,0,0.305548837,challenge,aim,"('challenge', 'NN')","('aim', 'NN')"
12930,1781__profit_4__rise_5,1,1,0,0,0,0.305548837,profit,rise,"('profit', 'NN')","('rise', 'NN')"
12931,6197__staff_8__retire_9,1,1,0,0,0,0.305548837,staff,retire,"('staff', 'NN')","('retire', 'NN')"
12932,7088__press_10__struggle_2,1,1,0,0,0,0.305548837,press,struggle,"('press', 'NN')","('struggle', 'NN')"
12938,6168__course_22__training_21,1,1,0,0,0,0.305548837,course,training,"('course', 'NN')","('training', 'NN')"
12939,5387__haunch_19__host_33,1,1,0,0,0,0.305548837,haunch,host,"('haunch', 'NN')","('host', 'NN')"
12940,1503__procedures_58__training_60,1,1,0,0,0,0.305548837,procedures,training,"('procedures', 'NNS')","('training', 'NN')"
12941,7044__constituencies_13__system_18,1,1,0,0,0,0.305548837,constituencies,system,"('constituencies', 'NNS')","('system', 'NN')"
12950,1068__slither_13__brush_17,3,2,0,0,0,0.305524119,slither,brush,"('slither', 'NN')","('brush', 'NN')"
12956,3590__feelings_18__powerlessness_22,2,2,0,0,0,0.30505021,feelings,powerlessness,"('feelings', 'NNS')","('powerlessness', 'NN')"
12959,593__cross_16__plant_9,2,2,0,0,0,0.30505021,cross,plant,"('cross', 'NN')","('plant', 'NN')"
12960,152__assessment_21__machinery_24,2,2,0,0,0,0.30505021,assessment,machinery,"('assessment', 'NN')","('machinery', 'NN')"
12965,6419__girls_26__attitudes_28,2,1,0,0,0,0.305032932,girls,attitudes,"('girls', 'NNS')","('attitudes', 'NNS')"
12967,11232__files_5__view_2,2,1,0,0,0,0.304877293,files,view,"('files', 'NNS')","('view', 'NN')"
12969,1340__acceptance_15__decoration_23,2,1,0,0,0,0.304654494,acceptance,decoration,"('acceptance', 'NN')","('decoration', 'NN')"
12970,2615__justification_9__rule_7,2,1,0,0,0,0.304654494,justification,rule,"('justification', 'NN')","('rule', 'NN')"
12971,1694__manager_2__attitude_4,2,1,0,0,0,0.304654494,manager,attitude,"('manager', 'NN')","('attitude', 'NN')"
12972,6417__masculine_30__challenge_20,2,1,0,0,0,0.304654494,masculine,challenge,"('masculine', 'NN')","('challenge', 'NN')"
12973,1760__halt_15__muster_8,2,1,0,0,0,0.304654494,halt,muster,"('halt', 'NN')","('muster', 'NN')"
12974,1903__future_18__range_4,2,1,0,0,0,0.304654494,future,range,"('future', 'NN')","('range', 'NN')"
12977,6417__feminine_32__challenge_20,2,1,0,0,0,0.304654494,feminine,challenge,"('feminine', 'NN')","('challenge', 'NN')"
12978,715__stereotype_5__values_13,2,1,0,0,0,0.304654494,stereotype,values,"('stereotype', 'NN')","('values', 'NNS')"
12980,5638__round_8__note_4,2,1,0,0,0,0.304630553,round,note,"('round', 'NN')","('note', 'NN')"
12982,4537__data_20__value_23,3,1,0,0,0,0.304246947,data,value,"('data', 'NNS')","('value', 'NN')"
12989,1317__disguise_12__adoption_3,3,2,0,0,0,0.303810336,disguise,adoption,"('disguise', 'NN')","('adoption', 'NN')"
12998,2822__inmates_12__greet_11,3,1,0,0,0,0.303372803,inmates,greet,"('inmates', 'NNS')","('greet', 'NN')"
13000,2732__reivers_24__operate_32,3,1,0,0,0,0.302877277,reivers,operate,"('reivers', 'NNS')","('operate', 'NN')"
13002,5331__monotony_33__habit_6,3,2,0,0,0,0.302452056,monotony,habit,"('monotony', 'NN')","('habit', 'NN')"
13003,1038__villages_11__theatre_15,2,2,0,0,0,0.302422478,villages,theatre,"('villages', 'NNS')","('theatre', 'NN')"
13007,6357__self-examination_15__offer_28,2,2,0,0,0,0.30232109,self-examination,offer,"('self-examination', 'NN')","('offer', 'NN')"
13008,3537__guise_59__operation_63,3,2,0,0,0,0.30232109,guise,operation,"('guise', 'NN')","('operation', 'NN')"
13009,1861__trees_27__measures_2,2,2,0,0,0,0.30232109,trees,measures,"('trees', 'NNS')","('measures', 'NNS')"
13012,12179__cos_15__loads_12,2,2,0,0,0,0.30232109,cos,loads,"('cos', 'NNS')","('loads', 'NNS')"
13016,9274__amusing_10__finding_7,1,1,0,0,0,0.302225203,amusing,finding,"('amusing', 'NN')","('finding', 'NN')"
13017,8704__brother_7__team_12,1,1,0,0,0,0.302225203,brother,team,"('brother', 'NN')","('team', 'NN')"
13019,126__cottages_9__powers_6,3,1,0,0,0,0.302018931,cottages,powers,"('cottages', 'NNS')","('powers', 'NNS')"
13023,6140__course_26__training_25,2,1,0,0,0,0.301950277,course,training,"('course', 'NN')","('training', 'NN')"
13030,6378__girls_3__enter_5,2,1,0,0,0,0.301553868,girls,enter,"('girls', 'NNS')","('enter', 'NN')"
13039,6663__effect_21__level_32,2,1,0,0,0,0.301505355,effect,level,"('effect', 'NN')","('level', 'NN')"
13042,6383__options_17__range_22,2,1,0,0,0,0.301505355,options,range,"('options', 'NNS')","('range', 'NN')"
13045,2838__election_3__campaign_4,3,1,0,0,0,0.301505355,election,campaign,"('election', 'NN')","('campaign', 'NN')"
13048,1876__wish_13__destroy_22,2,1,0,0,0,0.301505355,wish,destroy,"('wish', 'NN')","('destroy', 'NN')"
13055,6443__science_35__keen_24,2,1,0,0,0,0.301505355,science,keen,"('science', 'NN')","('keen', 'NN')"
13061,889__afternoon_16__feel_4,1,1,0,0,0,0.301505355,afternoon,feel,"('afternoon', 'NN')","('feel', 'NN')"
13063,6431__project_3__shift_7,1,1,0,0,0,0.301505355,project,shift,"('project', 'NN')","('shift', 'NN')"
13067,4560__literature_11__tools_17,2,1,0,0,0,0.301505355,literature,tools,"('literature', 'NN')","('tools', 'NNS')"
13069,6306__scientists_20__isolation_30,3,1,0,0,0,0.301505355,scientists,isolation,"('scientists', 'NNS')","('isolation', 'NN')"
13071,6431__girls_16__shift_7,3,1,0,0,0,0.301505355,girls,shift,"('girls', 'NNS')","('shift', 'NN')"
13074,6431__attempts_20__shift_7,2,1,0,0,0,0.301505355,attempts,shift,"('attempts', 'NNS')","('shift', 'NN')"
13075,2838__streets_8__campaign_4,3,1,0,0,0,0.301505355,streets,campaign,"('streets', 'NNS')","('campaign', 'NN')"
13078,6380__science_30__pupils_23,1,1,0,0,0,0.301505355,science,pupils,"('science', 'NN')","('pupils', 'NNS')"
13084,1556__decide_5__play_8,1,1,0,0,0,0.30144395399999996,decide,play,"('decide', 'NN')","('play', 'NN')"
13087,1928__victims_19__crash_23,1,1,0,0,0,0.30137942,victims,crash,"('victims', 'NNS')","('crash', 'NN')"
13092,3730__fields_27__application_26,2,1,0,0,0,0.301043966,fields,application,"('fields', 'NNS')","('application', 'NN')"
13095,1392__people_9__mechanism_4,3,2,0,0,0,0.300850502,people,mechanism,"('people', 'NNS')","('mechanism', 'NN')"
13108,4489__studies_15__consider_7,1,1,0,0,0,0.300166791,studies,consider,"('studies', 'NNS')","('consider', 'NN')"
13110,1509__shift_30__sets_8,2,1,0,0,0,0.300058137,shift,sets,"('shift', 'NN')","('sets', 'NNS')"
13112,1774__shareholder_18__plant_25,1,1,0,0,0,0.29996689600000004,shareholder,plant,"('shareholder', 'NN')","('plant', 'NN')"
13113,5290__workers_10__defences_6,2,1,0,0,0,0.29996689600000004,workers,defences,"('workers', 'NNS')","('defences', 'NNS')"
13118,7057__election_48__deposit_42,1,1,0,0,0,0.29985392,election,deposit,"('election', 'NN')","('deposit', 'NN')"
13119,14021__belt_3__tell_9,3,2,0,0,0,0.29959331899999997,belt,tell,"('belt', 'NN')","('tell', 'NN')"
13130,1162__planning_12__spent_4,2,1,0,0,0,0.299007727,planning,spent,"('planning', 'NN')","('spent', 'NN')"
13138,4495__diseases_41__associations_38,3,1,0,0,0,0.297678763,diseases,associations,"('diseases', 'NNS')","('associations', 'NNS')"
13141,6251__routines_6__design_4,2,1,0,0,0,0.297430943,routines,design,"('routines', 'NNS')","('design', 'NN')"
13142,1337__definitions_35__adoption_17,3,2,0,0,0,0.297422728,definitions,adoption,"('definitions', 'NNS')","('adoption', 'NN')"
13145,1337__nature_32__adoption_17,3,2,0,0,0,0.297422728,nature,adoption,"('nature', 'NN')","('adoption', 'NN')"
13146,1337__mediums_28__adoption_17,3,2,0,0,0,0.297422728,mediums,adoption,"('mediums', 'NNS')","('adoption', 'NN')"
13152,3734__relating_10__applications_20,2,1,0,0,0,0.296905924,relating,applications,"('relating', 'NN')","('applications', 'NNS')"
13155,1067__transport_19__form_16,1,1,0,0,0,0.296905924,transport,form,"('transport', 'NN')","('form', 'NN')"
13159,6574__environment_29__express_33,2,1,0,0,0,0.296595359,environment,express,"('environment', 'NN')","('express', 'NN')"
13161,6839__lack_23__capacity_25,1,1,0,0,0,0.296595359,lack,capacity,"('lack', 'NN')","('capacity', 'NN')"
13164,3537__effort_67__operation_63,2,1,0,0,0,0.296595359,effort,operation,"('effort', 'NN')","('operation', 'NN')"
13165,11129__nights_31__load_25,1,1,0,0,0,0.2964355,nights,load,"('nights', 'NNS')","('load', 'NN')"
13171,3022__home_15__stay_14,1,1,0,0,0,0.295721403,home,stay,"('home', 'NN')","('stay', 'NN')"
13173,1768__nosedives_49__cut_44,3,2,0,0,0,0.295683759,nosedives,cut,"('nosedives', 'NNS')","('cut', 'NN')"
13175,459__stereotype_30__donkeys_35,3,2,0,0,0,0.295683759,stereotype,donkeys,"('stereotype', 'NN')","('donkeys', 'NNS')"
13183,2653__approach_3__law_8,1,1,0,0,0,0.294767498,approach,law,"('approach', 'NN')","('law', 'NN')"
13191,6576__integration_18__attitudes_9,1,1,0,0,0,0.294767498,integration,attitudes,"('integration', 'NN')","('attitudes', 'NNS')"
13199,3518__consequences_41__sense_45,2,1,0,0,0,0.294456349,consequences,sense,"('consequences', 'NNS')","('sense', 'NN')"
13201,8269__comment_18__hell_8,2,1,0,0,0,0.294456349,comment,hell,"('comment', 'NN')","('hell', 'NN')"
13203,7042__experts_13__team_11,2,1,0,0,0,0.294456349,experts,team,"('experts', 'NNS')","('team', 'NN')"
13205,13581__cars_7__lot_5,2,1,0,0,0,0.294456349,cars,lot,"('cars', 'NNS')","('lot', 'NN')"
13214,1864__pattern_5__sufferings_13,2,2,0,0,0,0.294292194,pattern,sufferings,"('pattern', 'NN')","('sufferings', 'NNS')"
13220,1852__battle_21__field_17,2,2,0,0,0,0.294189519,battle,field,"('battle', 'NN')","('field', 'NN')"
13222,6360__science_8__foreclosure_5,2,2,0,0,0,0.294189519,science,foreclosure,"('science', 'NN')","('foreclosure', 'NN')"
13223,4603__creations_13__hen_17,2,2,0,0,0,0.294189519,creations,hen,"('creations', 'NNS')","('hen', 'NN')"
13228,1170__phase_19__heroic_16,3,2,0,0,0,0.294189519,phase,heroic,"('phase', 'NN')","('heroic', 'NN')"
13229,6393__science_14__foreclosure_10,2,2,0,0,0,0.294189519,science,foreclosure,"('science', 'NN')","('foreclosure', 'NN')"
13231,6863__pursuit_31__capacity_26,2,1,0,0,0,0.29402429199999996,pursuit,capacity,"('pursuit', 'NN')","('capacity', 'NN')"
13248,6246__routine_2__form_7,2,2,1,0,0,0.29356952399999997,routine,form,"('routine', 'NN')","('form', 'NN')"
13251,1384__technology_6__values_10,1,1,0,0,0,0.293492431,technology,values,"('technology', 'NN')","('values', 'NNS')"
13253,5193__arches_6__stumps_8,1,1,0,0,0,0.293492431,arches,stumps,"('arches', 'NNS')","('stumps', 'NNS')"
13261,1338__context_21__remove_15,2,1,0,0,0,0.29342686,context,remove,"('context', 'NN')","('remove', 'NN')"
13262,1760__muster_8__halt_15,3,2,1,0,0,0.29333481699999997,muster,halt,"('muster', 'NN')","('halt', 'NN')"
13264,3748__chapter_3__role_11,2,1,0,0,0,0.29290691399999996,chapter,role,"('chapter', 'NN')","('role', 'NN')"
13274,2134__mouth_12__lines_6,2,1,0,0,0,0.29258281399999997,mouth,lines,"('mouth', 'NN')","('lines', 'NNS')"
13276,2967__friends_19__signs_14,2,1,0,0,0,0.29258281399999997,friends,signs,"('friends', 'NNS')","('signs', 'NNS')"
13278,2108__manager_67__descents_64,3,2,0,0,0,0.292282847,manager,descents,"('manager', 'NN')","('descents', 'NNS')"
13281,3113__change_6__fossilises_7,3,2,0,0,0,0.291840681,change,fossilises,"('change', 'NN')","('fossilises', 'NNS')"
13284,4499__instance_16__handful_6,2,1,0,0,0,0.291447832,instance,handful,"('instance', 'NN')","('handful', 'NN')"
13287,1193__recommendations_23__candidate_15,1,1,0,0,0,0.291059593,recommendations,candidate,"('recommendations', 'NNS')","('candidate', 'NN')"
13299,3434__reconstruction_8__world_15,2,1,0,0,0,0.29070061399999997,reconstruction,world,"('reconstruction', 'NN')","('world', 'NN')"
13309,3748__context_26__scale_23,2,1,0,0,0,0.29013962600000004,context,scale,"('context', 'NN')","('scale', 'NN')"
13311,1059__effect_21__hand_4,1,1,0,0,0,0.29010728399999997,effect,hand,"('effect', 'NN')","('hand', 'NN')"
13315,1247__invites_2__regard_5,2,1,0,0,0,0.289997053,invites,regard,"('invites', 'NNS')","('regard', 'NN')"
13316,6237__checklists_13__situation_19,2,1,0,0,0,0.28964786,checklists,situation,"('checklists', 'NNS')","('situation', 'NN')"
13321,2615__consequences_36__element_28,3,0,0,0,0,0.289574171,consequences,element,"('consequences', 'NNS')","('element', 'NN')"
13332,1105__trains_22__fleet_17,1,1,0,0,0,0.289323015,trains,fleet,"('trains', 'NNS')","('fleet', 'NN')"
13335,4515__data_24__subsets_21,2,2,0,0,0,0.28907651300000003,data,subsets,"('data', 'NNS')","('subsets', 'NNS')"
13338,6666__argues_19__incarnation_33,2,2,0,0,0,0.28907651300000003,argues,incarnation,"('argues', 'NNS')","('incarnation', 'NN')"
13341,4542__framework_26__models_19,1,1,0,0,0,0.288712117,framework,models,"('framework', 'NN')","('models', 'NNS')"
13348,2862__media_4__coom_5,1,1,0,0,0,0.288653416,media,coom,"('media', 'NNS')","('coom', 'NN')"
13349,1861__telephone_51__links_52,2,1,0,0,0,0.288653416,telephone,links,"('telephone', 'NN')","('links', 'NNS')"
13350,1608__council_9__offices_10,2,1,0,0,0,0.288653416,council,offices,"('council', 'NN')","('offices', 'NNS')"
13352,4475__resources_16__assessments_14,2,1,0,0,0,0.288653416,resources,assessments,"('resources', 'NNS')","('assessments', 'NNS')"
13357,1508__fixes_2__format_4,2,1,0,0,0,0.288528498,fixes,format,"('fixes', 'NNS')","('format', 'NN')"
13359,1853__allows_9__level_3,1,1,0,0,0,0.288468352,allows,level,"('allows', 'NNS')","('level', 'NN')"
13361,1749__business_17__team_11,1,1,0,0,0,0.288468352,business,team,"('business', 'NN')","('team', 'NN')"
13364,1906__links_7__capacity_25,1,1,0,0,0,0.288468352,links,capacity,"('links', 'NNS')","('capacity', 'NN')"
13368,1638__attempt_9__arise_6,1,1,0,0,0,0.288468352,attempt,arise,"('attempt', 'NN')","('arise', 'NN')"
13372,1906__committees_10__capacity_25,1,1,0,0,0,0.288468352,committees,capacity,"('committees', 'NNS')","('capacity', 'NN')"
13373,1734__system_7__channels_9,1,1,0,0,0,0.288468352,system,channels,"('system', 'NN')","('channels', 'NNS')"
13382,4559__techniques_40__links_32,2,1,0,0,0,0.28822453,techniques,links,"('techniques', 'NNS')","('links', 'NNS')"
13388,1717__analyst_3__service_7,2,1,0,0,0,0.28803838,analyst,service,"('analyst', 'NN')","('service', 'NN')"
13396,3605__tendency_23__forms_28,1,1,0,0,0,0.286669844,tendency,forms,"('tendency', 'NN')","('forms', 'NNS')"
13405,2706__agencies_2__deduct_3,1,1,0,0,0,0.286669844,agencies,deduct,"('agencies', 'NNS')","('deduct', 'NN')"
13406,6877__ability_6__respond_8,1,1,0,0,0,0.286669844,ability,respond,"('ability', 'NN')","('respond', 'NN')"
13409,1273__example_16__status_3,1,1,0,0,0,0.286260348,example,status,"('example', 'NN')","('status', 'NN')"
13414,2134__edges_17__drawn_13,2,1,0,0,0,0.28584395100000004,edges,drawn,"('edges', 'NNS')","('drawn', 'NN')"
13418,1930__assurances_31__security_34,2,1,0,0,0,0.285588804,assurances,security,"('assurances', 'NNS')","('security', 'NN')"
13424,1858__demonstrations_6__resistance_3,2,1,0,0,0,0.28488285,demonstrations,resistance,"('demonstrations', 'NNS')","('resistance', 'NN')"
13432,5792__ass_18__squad_23,3,0,0,0,0,0.284239593,ass,squad,"('ass', 'NN')","('squad', 'NN')"
13433,3630__despair_41__jungle_39,3,0,0,0,0,0.284239593,despair,jungle,"('despair', 'NN')","('jungle', 'NN')"
13437,737__context_23__feel_29,1,1,0,0,0,0.284222858,context,feel,"('context', 'NN')","('feel', 'NN')"
13439,6200__products_29__market_26,2,1,0,0,0,0.284194832,products,market,"('products', 'NNS')","('market', 'NN')"
13446,2962__party_24__emerge_19,2,1,0,0,0,0.283715269,party,emerge,"('party', 'NN')","('emerge', 'NN')"
13447,118__move_12__rehabilitation_4,2,2,0,0,0,0.283434316,move,rehabilitation,"('move', 'NN')","('rehabilitation', 'NN')"
13448,1033__buyers_16__arrange_18,1,1,0,0,0,0.28335078199999997,buyers,arrange,"('buyers', 'NNS')","('arrange', 'NN')"
13450,1033__finance_19__arrange_18,1,1,0,0,0,0.28335078199999997,finance,arrange,"('finance', 'NN')","('arrange', 'NN')"
13451,3025__team_14__cut_10,2,1,0,0,0,0.28335078199999997,team,cut,"('team', 'NN')","('cut', 'NN')"
13454,7113__bounces_2__gathers_6,2,1,0,0,0,0.28335078199999997,bounces,gathers,"('bounces', 'NNS')","('gathers', 'NNS')"
13457,3646__cry_69__cry_64,2,1,0,0,0,0.282679578,cry,cry,"('cry', 'NN')","('cry', 'NN')"
13458,3535__forces_2__tackle_9,2,1,0,0,0,0.282679578,forces,tackle,"('forces', 'NNS')","('tackle', 'NN')"
13477,2782__gardens_46__stare_47,3,1,0,0,0,0.280650341,gardens,stare,"('gardens', 'NNS')","('stare', 'NN')"
13482,6164__concept_6__progress_21,3,1,0,0,0,0.280526409,concept,progress,"('concept', 'NN')","('progress', 'NN')"
13487,6936__children_16__line_12,2,1,0,0,0,0.280526409,children,line,"('children', 'NNS')","('line', 'NN')"
13490,6239__faults_8__access_15,2,1,0,0,0,0.280526409,faults,access,"('faults', 'NNS')","('access', 'NN')"
13494,6786__-class_32__presence_27,2,1,0,0,0,0.280526409,-class,presence,"('-class', 'NN')","('presence', 'NN')"
13495,6574__children_13__backgrounds_10,2,1,0,0,0,0.280526409,children,backgrounds,"('children', 'NNS')","('backgrounds', 'NNS')"
13496,6195__distribution_3__source_14,2,1,0,0,0,0.280526409,distribution,source,"('distribution', 'NN')","('source', 'NN')"
13497,6140__training_25__course_26,2,1,0,0,0,0.280526409,training,course,"('training', 'NN')","('course', 'NN')"
13503,6936__adults_14__line_12,2,1,0,0,0,0.280526409,adults,line,"('adults', 'NNS')","('line', 'NN')"
13507,810__appear_19__presences_4,3,2,0,0,0,0.28039513,appear,presences,"('appear', 'NN')","('presences', 'NNS')"
13518,1622__mid-Seventies_14__secure_9,2,1,0,0,0,0.279911372,mid-Seventies,secure,"('mid-Seventies', 'NNS')","('secure', 'NN')"
13522,6660__incarnation_20__rules_26,3,2,0,0,0,0.279506817,incarnation,rules,"('incarnation', 'NN')","('rules', 'NNS')"
13529,3735__reference_18__fields_15,2,1,0,0,0,0.279391426,reference,fields,"('reference', 'NN')","('fields', 'NNS')"
13531,2878__women_3__deal_9,2,1,0,0,0,0.279238408,women,deal,"('women', 'NNS')","('deal', 'NN')"
13538,6246__form_7__material_10,1,1,0,0,0,0.27813334,form,material,"('form', 'NN')","('material', 'NN')"
13540,6427__science_9__attitudes_7,1,1,0,0,0,0.27813334,science,attitudes,"('science', 'NN')","('attitudes', 'NNS')"
13542,6427__scientists_11__attitudes_7,1,1,0,0,0,0.27813334,scientists,attitudes,"('scientists', 'NNS')","('attitudes', 'NNS')"
13545,7057__cash_41__deposit_42,1,1,0,0,0,0.27813334,cash,deposit,"('cash', 'NN')","('deposit', 'NN')"
13550,1868__basis_10__shake_12,1,1,0,0,0,0.278050879,basis,shake,"('basis', 'NN')","('shake', 'NN')"
13556,3111__country_12__touches_5,2,2,0,0,0,0.277627024,country,touches,"('country', 'NN')","('touches', 'NNS')"
13558,6327__relation_2__produce_18,2,1,0,0,0,0.27746179600000004,relation,produce,"('relation', 'NN')","('produce', 'NN')"
13559,1284__story_23__audiences_18,2,1,0,0,0,0.27746179600000004,story,audiences,"('story', 'NN')","('audiences', 'NNS')"
13563,2561__sentence_24__limit_31,2,1,0,0,0,0.27746179600000004,sentence,limit,"('sentence', 'NN')","('limit', 'NN')"
13569,5117__event_14__waste_17,3,1,0,0,0,0.277053455,event,waste,"('event', 'NN')","('waste', 'NN')"
13584,7010__pay_24__price_22,2,1,0,0,0,0.277047345,pay,price,"('pay', 'NN')","('price', 'NN')"
13591,6640__structure_18__contains_22,2,1,0,0,0,0.277047345,structure,contains,"('structure', 'NN')","('contains', 'NNS')"
13599,4491__plants_48__plants_44,1,1,0,0,0,0.276092717,plants,plants,"('plants', 'NNS')","('plants', 'NNS')"
13602,6346__time_6__dominates_11,2,1,0,0,0,0.275588262,time,dominates,"('time', 'NN')","('dominates', 'NNS')"
13603,3670__individuals_14__make-up_24,2,1,0,0,0,0.275588262,individuals,make-up,"('individuals', 'NNS')","('make-up', 'NNS')"
13612,5189__matter_54__territory_64,1,1,0,0,0,0.275223774,matter,territory,"('matter', 'NN')","('territory', 'NN')"
13613,6458__male_13__pupils_4,1,1,0,0,0,0.275223774,male,pupils,"('male', 'NN')","('pupils', 'NNS')"
13615,2980__death_10__thanks_11,3,1,0,0,0,0.275223774,death,thanks,"('death', 'NN')","('thanks', 'NNS')"
13618,5186__poems_42__haunts_62,2,1,0,0,0,0.274318225,poems,haunts,"('poems', 'NNS')","('haunts', 'NNS')"
13619,1852__field_17__battle_21,2,1,0,0,0,0.274318225,field,battle,"('field', 'NN')","('battle', 'NN')"
13623,3626__ghettos_31__images_22,3,1,0,0,0,0.273935155,ghettos,images,"('ghettos', 'NN')","('images', 'NNS')"
13628,6736__opportunities_3__position_11,2,2,0,0,0,0.272696997,opportunities,position,"('opportunities', 'NNS')","('position', 'NN')"
13629,580__societies_19__deal_22,2,1,0,0,0,0.272653308,societies,deal,"('societies', 'NNS')","('deal', 'NN')"
13632,1974__ride_40__closing_44,2,1,0,0,0,0.271914011,ride,closing,"('ride', 'NN')","('closing', 'NN')"
13635,1287__life_13__status_5,2,1,0,0,0,0.271658864,life,status,"('life', 'NN')","('status', 'NN')"
13636,4646__cross_26__school_33,2,1,0,0,0,0.271658864,cross,school,"('cross', 'NN')","('school', 'NN')"
13638,1609__time_15__exercise_20,2,1,0,0,0,0.271658864,time,exercise,"('time', 'NN')","('exercise', 'NN')"
13641,6669__basis_39__considers_35,2,1,0,0,0,0.271658864,basis,considers,"('basis', 'NN')","('considers', 'NNS')"
13645,3032__rush_6__aid_11,2,1,0,0,0,0.271658864,rush,aid,"('rush', 'NN')","('aid', 'NN')"
13649,3752__highlights_2__challenges_4,2,1,0,0,0,0.271658864,highlights,challenges,"('highlights', 'NNS')","('challenges', 'NNS')"
13654,3232__monitoring_9__aims_17,2,1,0,0,0,0.271264419,monitoring,aims,"('monitoring', 'NN')","('aims', 'NNS')"
13666,11000__pound_14__bit_11,1,1,0,0,0,0.27090066399999996,pound,bit,"('pound', 'NN')","('bit', 'NN')"
13673,6271__features_29__form_20,1,1,0,0,0,0.269923872,features,form,"('features', 'NNS')","('form', 'NN')"
13684,6246__material_10__form_7,2,1,0,0,0,0.26923886,material,form,"('material', 'NN')","('form', 'NN')"
13686,5012__feet_6__parachutist_24,3,2,0,0,0,0.269224043,feet,parachutist,"('feet', 'NNS')","('parachutist', 'NN')"
13688,1514__accident_3__relief_6,2,2,0,0,0,0.269051085,accident,relief,"('accident', 'NN')","('relief', 'NN')"
13689,6439__attitudes_6__survey_2,1,1,0,0,0,0.26892974399999997,attitudes,survey,"('attitudes', 'NNS')","('survey', 'NN')"
13690,1353__spending_16__discover_14,1,1,0,0,0,0.26892974399999997,spending,discover,"('spending', 'NN')","('discover', 'NN')"
13693,3145__officers_2__rules_12,3,1,0,0,0,0.26796571,officers,rules,"('officers', 'NNS')","('rules', 'NNS')"
13695,6249__example_23__simple_5,1,1,0,0,0,0.26796571,example,simple,"('example', 'NN')","('simple', 'NN')"
13705,879__third/fourth_31__start_22,2,1,0,0,0,0.26780973399999997,third/fourth,start,"('third/fourth', 'NN')","('start', 'NN')"
13720,2731__hills_11__grows_23,3,2,0,0,0,0.266277401,hills,grows,"('hills', 'NNS')","('grows', 'NNS')"
13729,5186__figure_49__haunts_62,2,2,0,0,0,0.265609605,figure,haunts,"('figure', 'NN')","('haunts', 'NNS')"
13740,2580__jurisdictions_7__position_5,1,1,0,0,0,0.264370325,jurisdictions,position,"('jurisdictions', 'NNS')","('position', 'NN')"
13746,3040__denounces_3__shares_13,1,0,0,0,0,0.264127905,denounces,shares,"('denounces', 'NNS')","('shares', 'NNS')"
13754,3021__singers_8__pressure_2,3,1,0,0,0,0.263592717,singers,pressure,"('singers', 'NNS')","('pressure', 'NN')"
13757,2550__unique_22__amounts_15,2,1,0,0,0,0.263531857,unique,amounts,"('unique', 'NN')","('amounts', 'NNS')"
13763,6239__visibility_17__design_11,2,1,0,0,0,0.263531857,visibility,design,"('visibility', 'NN')","('design', 'NN')"
13764,4483__instance_2__offer_37,2,1,0,0,0,0.263531857,instance,offer,"('instance', 'NN')","('offer', 'NN')"
13767,5006__eyes_6__recesses_19,2,1,0,0,0,0.263531857,eyes,recesses,"('eyes', 'NNS')","('recesses', 'NNS')"
13771,1513__vehicles_14__road_17,1,1,0,0,0,0.263531857,vehicles,road,"('vehicles', 'NNS')","('road', 'NN')"
13773,2578__trial_18__shift_8,2,1,0,0,0,0.263531857,trial,shift,"('trial', 'NN')","('shift', 'NN')"
13785,7019__sense_27__strategy_2,2,1,0,0,0,0.263531857,sense,strategy,"('sense', 'NN')","('strategy', 'NN')"
13788,1308__process_19__image_16,2,1,0,0,0,0.263531857,process,image,"('process', 'NN')","('image', 'NN')"
13795,7019__articulate_17__strategy_2,2,1,0,0,0,0.263531857,articulate,strategy,"('articulate', 'NN')","('strategy', 'NN')"
